"seqnames","start","end","width","strand","source","type","score","phase","gene_id","gene_type","gene_name","level","havana_gene","tag"
"chr5",159698589,159761061,62473,"-","HAVANA","gene",1762,NA,"ENSG00000254199.2","lincRNA","AC008691.1","1","OTTHUMG00000163543.2",NA
"chr5",159310933,159805536,494604,"+","HAVANA","gene",8467,NA,"ENSG00000249738.8","antisense","AC008697.1","2","OTTHUMG00000163541.3","ncRNA_host"
"chr5",159776772,159871384,94613,"-","HAVANA","gene",5607,NA,"ENSG00000253311.1","lincRNA","LINC01847","2","OTTHUMG00000163544.1",NA
"chr5",159950493,159951498,1006,"-","HAVANA","gene",1006,NA,"ENSG00000248626.1","processed_pseudogene","GAPDHP40","1","OTTHUMG00000159985.1","pseudo_consens"
"chr5",159916783,159972544,55762,"+","HAVANA","gene",1738,NA,"ENSG00000170214.3","protein_coding","ADRA1B","2","OTTHUMG00000130327.1",NA
"chr5",160008445,160008546,102,"+","ENSEMBL","gene",102,NA,"ENSG00000199398.1","misc_RNA","Y_RNA","3",NA,NA
"chr5",160023740,160024045,306,"-","HAVANA","gene",306,NA,"ENSG00000223908.5","processed_pseudogene","AC068657.2","1","OTTHUMG00000163545.3","pseudo_consens"
"chr5",160009113,160065543,56431,"+","HAVANA","gene",1938,NA,"ENSG00000113312.10","protein_coding","TTC1","1","OTTHUMG00000130326.3",NA
"chr5",160061801,160119423,57623,"-","HAVANA","gene",6510,NA,"ENSG00000170234.12","protein_coding","PWWP2A","1","OTTHUMG00000163546.3",NA
"chr5",160195744,160204826,9083,"-","HAVANA","gene",2890,NA,"ENSG00000247699.2","antisense","CTB-127C13.1","1","OTTHUMG00000163565.1",NA
"chr5",160187367,160238735,51369,"+","HAVANA","gene",1164,NA,"ENSG00000170231.15","protein_coding","FABP6","2","OTTHUMG00000130329.6",NA
"chr5",160247517,160248217,701,"+","HAVANA","gene",701,NA,"ENSG00000253772.1","processed_pseudogene","RP11-34P1.1","1","OTTHUMG00000163539.1","pseudo_consens"
"chr5",160258253,160258585,333,"+","HAVANA","gene",333,NA,"ENSG00000254373.1","processed_pseudogene","RP11-34P1.2","1","OTTHUMG00000163538.1","pseudo_consens"
"chr5",160326693,160326969,277,"+","HAVANA","gene",277,NA,"ENSG00000270612.1","processed_pseudogene","RP11-34P1.4","1","OTTHUMG00000184574.1","pseudo_consens"
"chr5",160251652,160345396,93745,"-","HAVANA","gene",4736,NA,"ENSG00000135083.14","protein_coding","CCNJL","1","OTTHUMG00000130325.5",NA
"chr5",160347751,160370641,22891,"-","HAVANA","gene",2414,NA,"ENSG00000145861.7","protein_coding","C1QTNF2","2","OTTHUMG00000130323.2",NA
"chr5",160393148,160400097,6950,"-","HAVANA","gene",2925,NA,"ENSG00000221886.3","protein_coding","ZBED8","2","OTTHUMG00000163554.1",NA
"chr5",160401641,160421711,20071,"-","HAVANA","gene",5082,NA,"ENSG00000164609.9","protein_coding","SLU7","2","OTTHUMG00000130324.3",NA
"chr5",160421822,160428744,6923,"+","HAVANA","gene",2013,NA,"ENSG00000164611.12","protein_coding","PTTG1","2","OTTHUMG00000130328.5",NA
"chr5",160474402,160474483,82,"+","ENSEMBL","gene",82,NA,"ENSG00000265237.1","miRNA","MIR3142","3",NA,NA
"chr5",160485352,160485450,99,"+","ENSEMBL","gene",99,NA,"ENSG00000283733.1","miRNA","MIR146A","3",NA,NA
"chr5",160468268,160487426,19159,"+","HAVANA","gene",2301,NA,"ENSG00000253522.5","lincRNA","MIR3142HG","2","OTTHUMG00000163553.1","ncRNA_host"
"chr5",160613873,160639183,25311,"+","HAVANA","gene",731,NA,"ENSG00000253687.1","antisense","CTC-348L5.1","2","OTTHUMG00000163561.1",NA
"chr5",160685351,160692889,7539,"+","HAVANA","gene",458,NA,"ENSG00000254391.1","antisense","CTC-529G1.1","2","OTTHUMG00000163552.1",NA
"chr5",160563120,160852214,289095,"-","HAVANA","gene",11310,NA,"ENSG00000118322.12","protein_coding","ATP10B","1","OTTHUMG00000163551.2",NA
"chr5",160931778,160938626,6849,"-","HAVANA","gene",2323,NA,"ENSG00000253417.5","lincRNA","LINC02159","2","OTTHUMG00000163562.1",NA
"chr5",161288429,161549044,260616,"-","HAVANA","gene",10002,NA,"ENSG00000145864.12","protein_coding","GABRB2","2","OTTHUMG00000130349.2",NA
"chr5",161687347,161689408,2062,"-","HAVANA","gene",449,NA,"ENSG00000253403.1","antisense","RP11-348M17.2","1","OTTHUMG00000163585.1",NA
"chr5",161547063,161702593,155531,"+","HAVANA","gene",3738,NA,"ENSG00000145863.10","protein_coding","GABRA6","1","OTTHUMG00000130351.4",NA
"chr5",161751448,161751768,321,"-","HAVANA","gene",321,NA,"ENSG00000118990.5","processed_pseudogene","GLRXP3","1","OTTHUMG00000157505.1","pseudo_consens"
"chr5",161847063,161899981,52919,"+","HAVANA","gene",6935,NA,"ENSG00000022355.16","protein_coding","GABRA1","2","OTTHUMG00000163586.9",NA
"chr5",161910252,162001196,90945,"-","HAVANA","gene",907,NA,"ENSG00000280776.1","lincRNA","LINC01202","2","OTTHUMG00000189552.1",NA
"chr5",162000057,162162977,162921,"+","HAVANA","gene",22914,NA,"ENSG00000113327.15","protein_coding","GABRG2","2","OTTHUMG00000130350.7",NA
"chr5",162424378,162427345,2968,"-","HAVANA","gene",600,NA,"ENSG00000254173.1","lincRNA","RP11-96G10.1","2","OTTHUMG00000163548.1",NA
"chr5",162477891,162477993,103,"+","ENSEMBL","gene",103,NA,"ENSG00000201474.1","snRNA","RNU6-164P","3",NA,NA
"chr5",162558685,162623461,64777,"-","HAVANA","gene",736,NA,"ENSG00000254186.1","lincRNA","RP11-167P20.1","2","OTTHUMG00000163549.1",NA
"chr5",162761833,162762313,481,"+","HAVANA","gene",481,NA,"ENSG00000254351.1","processed_pseudogene","ARL2BPP5","1","OTTHUMG00000163550.1","pseudo_consens"
"chr5",163039291,163039599,309,"+","HAVANA","gene",309,NA,"ENSG00000249449.1","processed_pseudogene","MRPL57P6","2","OTTHUMG00000163327.1",NA
"chr5",163416525,163416731,207,"+","HAVANA","gene",207,NA,"ENSG00000250114.1","unprocessed_pseudogene","CTB-95B16.1","2","OTTHUMG00000163375.1",NA
"chr5",163012265,163437326,425062,"-","HAVANA","gene",1229,NA,"ENSG00000250061.5","antisense","RP11-541P9.3","2","OTTHUMG00000163326.2",NA
"chr5",163437569,163446151,8583,"+","HAVANA","gene",3096,NA,"ENSG00000113328.18","protein_coding","CCNG1","1","OTTHUMG00000130380.8",NA
"chr5",163446526,163460140,13615,"-","HAVANA","gene",8847,NA,"ENSG00000170584.10","protein_coding","NUDCD2","2","OTTHUMG00000130378.3",NA
"chr5",163460203,163491945,31743,"+","HAVANA","gene",3936,NA,"ENSG00000072571.19","protein_coding","HMMR","2","OTTHUMG00000130381.7",NA
"chr5",163483065,163494058,10994,"-","HAVANA","gene",957,NA,"ENSG00000251018.2","antisense","HMMR-AS1","2","OTTHUMG00000163557.1",NA
"chr5",163503114,163519336,16223,"+","HAVANA","gene",5153,NA,"ENSG00000038274.16","protein_coding","MAT2B","2","OTTHUMG00000130379.6",NA
"chr5",163709210,163709514,305,"-","HAVANA","gene",305,NA,"ENSG00000224012.3","processed_pseudogene","RP11-756G12.1","1","OTTHUMG00000162875.1","pseudo_consens"
"chr5",163796065,163796165,101,"-","ENSEMBL","gene",101,NA,"ENSG00000251998.1","snRNA","RNU6-168P","3",NA,NA
"chr5",163855140,163856642,1503,"-","HAVANA","gene",1320,NA,"ENSG00000273569.1","processed_pseudogene","CTC-320C6.1","2","OTTHUMG00000187644.1",NA
"chr5",163887506,163887827,322,"-","HAVANA","gene",322,NA,"ENSG00000271679.1","processed_pseudogene","LSM1P2","1","OTTHUMG00000184369.1","pseudo_consens"
"chr5",164209631,164211892,2262,"+","HAVANA","gene",389,NA,"ENSG00000253538.1","lincRNA","CTB-32P11.1","2","OTTHUMG00000162874.1",NA
"chr5",164119098,164234097,115000,"-","HAVANA","gene",674,NA,"ENSG00000253331.1","lincRNA","CTC-207P7.1","2","OTTHUMG00000162876.1",NA
"chr5",164448422,164467402,18981,"-","HAVANA","gene",520,NA,"ENSG00000253236.1","lincRNA","LINC02143","2","OTTHUMG00000162886.1",NA
"chr5",164601002,164601452,451,"-","HAVANA","gene",451,NA,"ENSG00000253600.1","processed_pseudogene","CTC-340A15.1","1","OTTHUMG00000157923.1","pseudo_consens"
"chr5",164935162,164935268,107,"-","ENSEMBL","gene",107,NA,"ENSG00000206845.1","snRNA","RNU6-209P","3",NA,NA
"chr5",164296696,165171643,874948,"+","HAVANA","gene",6294,NA,"ENSG00000241956.9","antisense","CTC-340A15.2","2","OTTHUMG00000162877.7",NA
"chr5",165220577,165241752,21176,"-","HAVANA","gene",1947,NA,"ENSG00000254066.1","lincRNA","LINC01938","2","OTTHUMG00000163861.1",NA
"chr5",165609441,165609679,239,"+","ENSEMBL","gene",239,NA,"ENSG00000252794.1","misc_RNA","RN7SKP60","3",NA,NA
"chr5",165349030,165778689,429660,"+","HAVANA","gene",734,NA,"ENSG00000253693.1","lincRNA","CTC-535M15.2","2","OTTHUMG00000163870.1","ncRNA_host"
"chr5",165782805,165783134,330,"-","HAVANA","gene",330,NA,"ENSG00000253512.1","processed_pseudogene","CTC-535M15.1","1","OTTHUMG00000162894.1","pseudo_consens"
"chr5",165905126,165905608,483,"+","HAVANA","gene",483,NA,"ENSG00000253946.1","processed_pseudogene","CTC-425K20.1","1","OTTHUMG00000157926.2","pseudo_consens"
"chr5",166028567,166029311,745,"-","HAVANA","gene",745,NA,"ENSG00000254252.1","processed_pseudogene","RPL7P20","1","OTTHUMG00000157934.2","pseudo_consens"
"chr5",166128498,166155439,26942,"+","HAVANA","gene",533,NA,"ENSG00000254171.1","lincRNA","RP11-67M9.1","1","OTTHUMG00000163917.1",NA
"chr5",166382305,166382599,295,"+","HAVANA","gene",295,NA,"ENSG00000229119.3","processed_pseudogene","CTB-63M22.1","1","OTTHUMG00000162895.1","pseudo_consens"
"chr5",166905222,166926370,21149,"-","HAVANA","gene",566,NA,"ENSG00000254130.1","lincRNA","LINC01947","2","OTTHUMG00000162904.1",NA
"chr5",167116318,167119585,3268,"-","HAVANA","gene",490,NA,"ENSG00000253713.1","lincRNA","CTC-264O10.2","1","OTTHUMG00000163871.1",NA
"chr5",167164934,167168401,3468,"-","HAVANA","gene",630,NA,"ENSG00000253469.1","lincRNA","CTC-264O10.1","2","OTTHUMG00000162918.1",NA
"chr5",167287320,167294273,6954,"-","HAVANA","gene",523,NA,"ENSG00000254365.1","antisense","CTB-180C19.1","2","OTTHUMG00000163873.1",NA
"chr5",167296234,167303372,7139,"-","HAVANA","gene",648,NA,"ENSG00000254297.1","antisense","CTC-286N12.1","1","OTTHUMG00000162917.1",NA
"chr5",167306273,167309870,3598,"-","HAVANA","gene",527,NA,"ENSG00000253527.1","antisense","CTB-105L4.2","1","OTTHUMG00000162919.1",NA
"chr5",167653228,167660481,7254,"-","HAVANA","gene",1124,NA,"ENSG00000254187.1","antisense","CTB-78F1.1","2","OTTHUMG00000162925.1",NA
"chr5",167721363,167729124,7762,"+","HAVANA","gene",474,NA,"ENSG00000253357.1","sense_intronic","CTB-78F1.2","2","OTTHUMG00000163874.1","overlapping_locus"
"chr5",167937717,167953469,15753,"-","HAVANA","gene",663,NA,"ENSG00000253660.1","antisense","CTC-353G13.1","2","OTTHUMG00000162966.1",NA
"chr5",167965187,167967086,1900,"-","HAVANA","gene",489,NA,"ENSG00000253947.1","antisense","CTB-77H17.1","2","OTTHUMG00000162965.1",NA
"chr5",168033091,168033205,115,"-","ENSEMBL","gene",115,NA,"ENSG00000253065.1","snoRNA","SNORA40","3",NA,NA
"chr5",168128856,168130422,1567,"+","HAVANA","gene",1567,NA,"ENSG00000279739.1","TEC","CTB-105N12.2","2","OTTHUMG00000163875.1","overlapping_locus"
"chr5",168085329,168187719,102391,"-","HAVANA","gene",2181,NA,"ENSG00000253925.1","antisense","CTB-178M22.1","2","OTTHUMG00000162967.1",NA
"chr5",168229583,168232357,2775,"-","HAVANA","gene",503,NA,"ENSG00000253978.1","antisense","CTB-178M22.2","1","OTTHUMG00000162964.1",NA
"chr5",167284799,168264157,979359,"+","HAVANA","gene",11042,NA,"ENSG00000145934.16","protein_coding","TENM2","1","OTTHUMG00000162928.4","overlapping_locus"
"chr5",168291651,168472303,180653,"+","HAVANA","gene",10076,NA,"ENSG00000113645.14","protein_coding","WWC1","1","OTTHUMG00000130408.4",NA
"chr5",168486445,168519299,32855,"+","HAVANA","gene",3421,NA,"ENSG00000113643.8","protein_coding","RARS","2","OTTHUMG00000130411.3",NA
"chr5",168529116,168530634,1519,"+","HAVANA","gene",1519,NA,"ENSG00000188573.7","protein_coding","FBLL1","2","OTTHUMG00000157012.4","retrogene"
"chr5",168552277,168553727,1451,"-","HAVANA","gene",1451,NA,"ENSG00000253861.1","processed_pseudogene","SLC2A3P1","2","OTTHUMG00000163047.1","overlapping_locus"
"chr5",168560904,168560965,62,"+","ENSEMBL","gene",62,NA,"ENSG00000283612.1","miRNA","MIR103B1","3",NA,NA
"chr5",168560896,168560973,78,"-","ENSEMBL","gene",78,NA,"ENSG00000199035.2","miRNA","MIR103A1","3",NA,NA
"chr5",168548495,168579600,31106,"-","HAVANA","gene",10580,NA,"ENSG00000120137.6","protein_coding","PANK3","2","OTTHUMG00000130410.3","overlapping_locus"
"chr5",168616352,168616996,645,"+","HAVANA","gene",645,NA,"ENSG00000233913.7","processed_pseudogene","RPL10P9","2","OTTHUMG00000157935.1",NA
"chr5",168654513,168667761,13249,"+","HAVANA","gene",810,NA,"ENSG00000254192.1","antisense","CTC-558O2.2","1","OTTHUMG00000163057.1",NA
"chr5",168706567,168720884,14318,"+","HAVANA","gene",3478,NA,"ENSG00000254042.1","antisense","CTC-558O2.1","1","OTTHUMG00000163055.2",NA
"chr5",168768146,168768255,110,"-","ENSEMBL","gene",110,NA,"ENSG00000207739.1","miRNA","MIR218-2","3",NA,NA
"chr5",168791498,168791610,113,"+","ENSEMBL","gene",113,NA,"ENSG00000202345.1","misc_RNA","Y_RNA","3",NA,NA
"chr5",168993000,168995677,2678,"+","HAVANA","gene",365,NA,"ENSG00000248965.1","antisense","CTB-174D11.2","1","OTTHUMG00000163056.1",NA
"chr5",169012148,169013146,999,"-","HAVANA","gene",999,NA,"ENSG00000279752.1","TEC","CTB-174D11.3","2","OTTHUMG00000163878.1","overlapping_locus"
"chr5",169013227,169037998,24772,"+","HAVANA","gene",3124,NA,"ENSG00000248222.5","antisense","CTB-174D11.1","1","OTTHUMG00000163054.3",NA
"chr5",169263601,169263694,94,"-","ENSEMBL","gene",94,NA,"ENSG00000207619.1","miRNA","MIR585","3",NA,NA
"chr5",168661733,169301129,639397,"-","HAVANA","gene",14260,NA,"ENSG00000184347.14","protein_coding","SLIT3","2","OTTHUMG00000130409.4","overlapping_locus"
"chr5",169552449,169552555,107,"+","ENSEMBL","gene",107,NA,"ENSG00000206614.1","snRNA","RNU6-477P","3",NA,NA
"chr5",169583634,169604778,21145,"+","HAVANA","gene",4777,NA,"ENSG00000040275.16","protein_coding","SPDL1","1","OTTHUMG00000130438.6",NA
"chr5",169772966,169779365,6400,"-","HAVANA","gene",283,NA,"ENSG00000253269.1","antisense","CTB-37A13.1","1","OTTHUMG00000163084.2",NA
"chr5",169864264,169980740,116477,"-","HAVANA","gene",2999,NA,"ENSG00000204767.3","protein_coding","FAM196B","2","OTTHUMG00000163083.1",NA
"chr5",170028488,170028566,79,"+","ENSEMBL","gene",79,NA,"ENSG00000263831.1","miRNA","MIR378E","3",NA,NA
"chr5",169637247,170083382,446136,"+","HAVANA","gene",12890,NA,"ENSG00000134516.15","protein_coding","DOCK2","1","OTTHUMG00000130437.4","ncRNA_host"
"chr5",170105897,170109725,3829,"+","HAVANA","gene",2312,NA,"ENSG00000168269.8","protein_coding","FOXI1","2","OTTHUMG00000130436.3",NA
"chr5",170140664,170141940,1277,"-","HAVANA","gene",1277,NA,"ENSG00000253219.1","processed_pseudogene","KRT18P41","1","OTTHUMG00000163085.1","pseudo_consens"
"chr5",170191579,170199141,7563,"-","HAVANA","gene",2314,NA,"ENSG00000249601.2","lincRNA","LINC01187","2","OTTHUMG00000163086.1",NA
"chr5",170232447,170252575,20129,"+","HAVANA","gene",3191,NA,"ENSG00000234511.8","protein_coding","C5orf58","1","OTTHUMG00000163122.2",NA
"chr5",170246237,170298227,51991,"-","HAVANA","gene",7244,NA,"ENSG00000043462.11","protein_coding","LCP2","2","OTTHUMG00000163121.3",NA
"chr5",170308701,170312716,4016,"-","HAVANA","gene",2182,NA,"ENSG00000250274.1","lincRNA","CTB-114C7.4","2","OTTHUMG00000163119.1",NA
"chr5",170331429,170333879,2451,"+","HAVANA","gene",985,NA,"ENSG00000235172.7","lincRNA","LINC01366","1","OTTHUMG00000163120.1",NA
"chr5",170374671,170389677,15007,"-","HAVANA","gene",6079,NA,"ENSG00000145936.8","protein_coding","KCNMB1","2","OTTHUMG00000130439.3",NA
"chr5",170389493,170422844,33352,"+","HAVANA","gene",1215,NA,"ENSG00000253647.1","antisense","CTD-2270F17.1","2","OTTHUMG00000163147.1","overlapping_locus"
"chr5",170483806,170486407,2602,"-","HAVANA","gene",567,NA,"ENSG00000253858.1","antisense","CTB-147C13.1","1","OTTHUMG00000163146.1",NA
"chr5",170639158,170681437,42280,"-","HAVANA","gene",1571,NA,"ENSG00000253591.1","antisense","CTC-265N9.1","2","OTTHUMG00000163148.2",NA
"chr5",170353487,170736632,383146,"+","HAVANA","gene",3351,NA,"ENSG00000182132.13","protein_coding","KCNIP1","1","OTTHUMG00000130442.5","overlapping_locus"
"chr5",170747047,170788650,41604,"-","HAVANA","gene",1191,NA,"ENSG00000253348.1","antisense","CTC-455F18.1","1","OTTHUMG00000163164.2",NA
"chr5",170763350,170814047,50698,"+","HAVANA","gene",4621,NA,"ENSG00000094755.16","protein_coding","GABRP","1","OTTHUMG00000130443.4",NA
"chr5",170866835,170867144,310,"+","ENSEMBL","gene",310,NA,"ENSG00000244501.3","misc_RNA","RN7SL623P","3",NA,NA
"chr5",170896929,170904461,7533,"+","HAVANA","gene",1337,NA,"ENSG00000253966.1","processed_pseudogene","CTC-455F18.3","1","OTTHUMG00000163204.1","overlapping_locus"
"chr5",171251866,171252982,1117,"+","HAVANA","gene",1117,NA,"ENSG00000253213.1","processed_pseudogene","RP11-546B8.3","1","OTTHUMG00000163202.1","overlapping_locus"
"chr5",170861870,171300015,438146,"+","HAVANA","gene",10965,NA,"ENSG00000204764.13","protein_coding","RANBP17","1","OTTHUMG00000163203.4","overlapping_locus"
"chr5",171305981,171308755,2775,"-","HAVANA","gene",2775,NA,"ENSG00000275038.1","protein_coding","RP11-546B8.6","2","OTTHUMG00000166260.3",NA
"chr5",171309284,171312134,2851,"+","HAVANA","gene",1493,NA,"ENSG00000164438.5","protein_coding","TLX3","1","OTTHUMG00000163207.3",NA
"chr5",171345343,171345630,288,"-","HAVANA","gene",288,NA,"ENSG00000213393.5","processed_pseudogene","RP11-546B8.1","1","OTTHUMG00000157938.1","pseudo_consens"
"chr5",171359117,171359412,296,"+","ENSEMBL","gene",296,NA,"ENSG00000265740.2","misc_RNA","RN7SL339P","3",NA,NA
"chr5",171366118,171366252,135,"+","ENSEMBL","gene",135,NA,"ENSG00000206909.1","snoRNA","SNORA70","3",NA,NA
"chr5",171366299,171366611,313,"+","HAVANA","gene",313,NA,"ENSG00000254012.1","processed_pseudogene","RPL10P8","1","OTTHUMG00000163205.1","overlapping_locus"
"chr5",171365595,171367693,2099,"+","HAVANA","gene",872,NA,"ENSG00000254256.1","processed_pseudogene","RPSAP71","1","OTTHUMG00000163206.1","overlapping_locus"
"chr5",171386656,171386760,105,"-","ENSEMBL","gene",105,NA,"ENSG00000264249.1","miRNA","MIR3912","3",NA,NA
"chr5",171387116,171411137,24022,"+","HAVANA","gene",3828,NA,"ENSG00000181163.13","protein_coding","NPM1","1","OTTHUMG00000130465.4",NA
"chr5",171419656,171457623,37968,"+","HAVANA","gene",1986,NA,"ENSG00000156427.7","protein_coding","FGF18","2","OTTHUMG00000130464.2",NA
"chr5",171773652,171774739,1088,"+","HAVANA","gene",705,NA,"ENSG00000253110.1","lincRNA","CTB-78H18.1","1","OTTHUMG00000163264.1",NA
"chr5",171782432,171796126,13695,"+","HAVANA","gene",1647,NA,"ENSG00000185662.9","protein_coding","SMIM23","2","OTTHUMG00000163266.5",NA
"chr5",171861549,172006873,145325,"-","HAVANA","gene",5577,NA,"ENSG00000072803.17","protein_coding","FBXW11","2","OTTHUMG00000163267.3",NA
"chr5",172042073,172188386,146314,"-","HAVANA","gene",9083,NA,"ENSG00000072786.12","protein_coding","STK10","1","OTTHUMG00000163265.3",NA
"chr5",172194172,172203452,9281,"+","HAVANA","gene",702,NA,"ENSG00000214360.4","protein_coding","EFCAB9","2","OTTHUMG00000163271.1",NA
"chr5",172252334,172252478,145,"-","ENSEMBL","gene",145,NA,"ENSG00000212529.1","snoRNA","SNORA57","3",NA,NA
"chr5",172254418,172255439,1022,"-","HAVANA","gene",1022,NA,"ENSG00000253218.1","processed_pseudogene","KLF3P1","2","OTTHUMG00000163278.1","overlapping_locus"
"chr5",172209640,172284071,74432,"-","HAVANA","gene",3301,NA,"ENSG00000168246.5","protein_coding","UBTD2","2","OTTHUMG00000130519.1","overlapping_locus"
"chr5",172325000,172454523,129524,"-","HAVANA","gene",8242,NA,"ENSG00000174705.12","protein_coding","SH3PXD2B","1","OTTHUMG00000163280.4",NA
"chr5",172557392,172559014,1623,"-","HAVANA","gene",416,NA,"ENSG00000254299.1","lincRNA","LINC01944","1","OTTHUMG00000163279.1",NA
"chr5",172609094,172609444,351,"-","HAVANA","gene",351,NA,"ENSG00000280318.1","TEC","CTB-79E8.4","2","OTTHUMG00000187257.1",NA
"chr5",172656522,172656713,192,"-","HAVANA","gene",192,NA,"ENSG00000253683.1","processed_pseudogene","CTB-79E8.3","2","OTTHUMG00000163291.1",NA
"chr5",172662165,172662263,99,"+","ENSEMBL","gene",99,NA,"ENSG00000265160.1","miRNA","MIR5003","3",NA,NA
"chr5",172641266,172691540,50275,"+","HAVANA","gene",6424,NA,"ENSG00000214357.8","protein_coding","NEURL1B","1","OTTHUMG00000163281.3","ncRNA_host"
"chr5",172690454,172697720,7267,"-","HAVANA","gene",528,NA,"ENSG00000253445.1","antisense","CTB-79E8.2","1","OTTHUMG00000163289.1",NA
"chr5",172758226,172762556,4331,"+","HAVANA","gene",472,NA,"ENSG00000253295.1","antisense","RP11-779O18.1","2","OTTHUMG00000163290.1",NA
"chr5",172762521,172763258,738,"-","HAVANA","gene",738,NA,"ENSG00000213386.3","processed_pseudogene","RP11-779O18.2","1","OTTHUMG00000163292.1","pseudo_consens"
"chr5",172768090,172771195,3106,"-","HAVANA","gene",2019,NA,"ENSG00000120129.5","protein_coding","DUSP1","2","OTTHUMG00000130523.3",NA
"chr5",172762980,172777774,14795,"+","HAVANA","gene",352,NA,"ENSG00000253736.1","antisense","RP11-779O18.3","1","OTTHUMG00000163303.1",NA
"chr5",172779982,172780094,113,"-","ENSEMBL","gene",113,NA,"ENSG00000206741.1","misc_RNA","Y_RNA","3",NA,NA
"chr5",172785262,172785424,163,"-","HAVANA","gene",163,NA,"ENSG00000270243.1","processed_pseudogene","RP11-779O18.4","1","OTTHUMG00000184363.1","pseudo_consens"
"chr5",172816621,172819958,3338,"+","HAVANA","gene",582,NA,"ENSG00000253628.1","lincRNA","RP11-536N17.1","1","OTTHUMG00000163302.1",NA
"chr5",172834275,172952685,118411,"+","HAVANA","gene",14139,NA,"ENSG00000113719.15","protein_coding","ERGIC1","1","OTTHUMG00000130520.8",NA
"chr5",172954907,172957162,2256,"+","HAVANA","gene",489,NA,"ENSG00000254295.1","lincRNA","CTC-308K20.2","1","OTTHUMG00000163301.1",NA
"chr5",172954786,172959392,4607,"-","HAVANA","gene",2780,NA,"ENSG00000204758.7","antisense","CTC-308K20.1","2","OTTHUMG00000163304.1",NA
"chr5",172958729,172969771,11043,"+","HAVANA","gene",1164,NA,"ENSG00000037241.7","protein_coding","RPL26L1","2","OTTHUMG00000130517.5",NA
"chr5",172975511,172976374,864,"+","HAVANA","gene",864,NA,"ENSG00000253785.1","processed_pseudogene","CTC-308K20.3","1","OTTHUMG00000163310.1","pseudo_consens"
"chr5",172986680,172987198,519,"+","HAVANA","gene",182,NA,"ENSG00000254328.1","processed_pseudogene","CTC-308K20.4","2","OTTHUMG00000163323.1","overlapping_locus"
"chr5",173020728,173020928,201,"+","ENSEMBL","gene",201,NA,"ENSG00000212402.1","snoRNA","SNORA74B","3",NA,NA
"chr5",172983757,173035445,51689,"+","HAVANA","gene",1623,NA,"ENSG00000113732.8","protein_coding","ATP6V0E1","2","OTTHUMG00000130518.3","overlapping_locus"
"chr5",173052452,173052555,104,"-","ENSEMBL","gene",104,NA,"ENSG00000207210.1","misc_RNA","Y_RNA","3",NA,NA
"chr5",173085342,173086210,869,"-","HAVANA","gene",553,NA,"ENSG00000253439.1","processed_pseudogene","CDC42P5","1","OTTHUMG00000163321.1","pseudo_consens"
"chr5",173056352,173139284,82933,"+","HAVANA","gene",12333,NA,"ENSG00000164463.12","protein_coding","CREBRF","1","OTTHUMG00000163322.3",NA
"chr5",173144162,173145039,878,"-","HAVANA","gene",496,NA,"ENSG00000253172.1","antisense","CTC-209H22.3","2","OTTHUMG00000163320.1",NA
"chr5",173144442,173164387,19946,"+","HAVANA","gene",2440,NA,"ENSG00000113734.17","protein_coding","BNIP1","1","OTTHUMG00000130521.4",NA
"chr5",173225836,173226423,588,"-","HAVANA","gene",588,NA,"ENSG00000254200.1","processed_pseudogene","RPL7AP33","1","OTTHUMG00000157942.1","pseudo_consens"
"chr5",173232109,173235357,3249,"-","HAVANA","gene",2094,NA,"ENSG00000183072.9","protein_coding","NKX2-5","1","OTTHUMG00000130522.5",NA
"chr5",173254190,173254290,101,"-","ENSEMBL","gene",101,NA,"ENSG00000201277.1","misc_RNA","Y_RNA","3",NA,NA
"chr5",173292517,173292619,103,"-","ENSEMBL","gene",103,NA,"ENSG00000252169.1","rRNA","RNA5SP200","3",NA,NA
"chr5",173314713,173329503,14791,"-","HAVANA","gene",6128,NA,"ENSG00000113739.10","protein_coding","STC2","1","OTTHUMG00000130542.4",NA
"chr5",173347455,173347536,82,"+","ENSEMBL","gene",82,NA,"ENSG00000274994.1","miRNA","MIR8056","3",NA,NA
"chr5",173362134,173362240,107,"-","ENSEMBL","gene",107,NA,"ENSG00000199219.1","snRNA","RNU6-500P","3",NA,NA
"chr5",173414035,173451165,37131,"+","HAVANA","gene",539,NA,"ENSG00000253968.1","lincRNA","CTB-32H22.1","2","OTTHUMG00000163340.1",NA
"chr5",173463500,173484584,21085,"+","HAVANA","gene",1169,NA,"ENSG00000253141.1","lincRNA","CTB-164N12.1","1","OTTHUMG00000163325.1",NA
"chr5",173562478,173573199,10722,"+","HAVANA","gene",455,NA,"ENSG00000253768.1","lincRNA","CTB-33O18.1","2","OTTHUMG00000163338.1",NA
"chr5",173574938,173576275,1338,"+","HAVANA","gene",457,NA,"ENSG00000254164.1","lincRNA","CTB-33O18.2","1","OTTHUMG00000163341.1",NA
"chr5",173579643,173585068,5426,"+","HAVANA","gene",3014,NA,"ENSG00000253955.1","antisense","CTB-33O18.3","2","OTTHUMG00000163342.1",NA
"chr5",173607514,173616660,9147,"-","HAVANA","gene",2018,NA,"ENSG00000145919.10","protein_coding","BOD1","1","OTTHUMG00000130540.4",NA
"chr5",173642519,173658194,15676,"+","HAVANA","gene",494,NA,"ENSG00000253959.1","lincRNA","LINC01863","1","OTTHUMG00000163339.1",NA
